objectid,creator,culture,date,title,materials,measurements,credit,web_address,location,description,alternate_number,type,filename,format
JSMAIHL.0926,Tsukioka Yoshitoshi,Japanese,1888,"Saigo Takamori, No. 17, from the series Personalities of Recent Times",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214767;type=101,Japan,Yoshitoshi / Taiso; First edition date: 1888; Genre:ukiyo-e; nishiki-e shinbun,,Image;StillImage,ihl-0926.jpg,image/jpeg
JSMAIHL.0931,KUBOTA Beisen (assisted by his sons Kubota Beisai and Kubota Kinsen),Japanese,"Dec. 22, 1894","Illustrated Account of the Sino-Japanese War, Volume 4, 1895",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214768;type=101,Japan,"credits on colophon: 久保田 米 僊 Kubota Beisen
久保田 米 齊Kubota Beisai
久保田 金 仙 Kubota Kinsen; First edition date: Dec. 22, 1894; Genre:e-hon; senso-e",,Image;StillImage,ihl-0931.jpg,image/jpeg
JSMAIHL.0949,Kobayashi Kiyochika,Japanese,1886,Dainin Kamitsukeno Katana from Instructive Models of Lofty Ambitions,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214769;type=101,Japan,Kiyochika / shin ga; First edition date: 1886; Genre:ukiyo-e; rishki-e; kyōiku nishiki-e,,Image;StillImage,ihl-0949.jpg,image/jpeg
JSMAIHL.0950,Kobayashi Kiyochika,Japanese,1885,Kesa Gozen from Instructive Models of Lofty Ambitions (redesign),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214770;type=101,Japan,Kiyochika with Kiyochika seal; First edition date: 1885; Genre:ukiyo-e; rishki-e; kyōiku nishiki-e,,Image;StillImage,ihl-0950.jpg,image/jpeg
JSMAIHL.0951,,Japanese,1890,Ōishi Yoshio from the series Instructive Models of Lofty Ambitions,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214771;type=101,Japan,Toshikata / Toshikata; First edition date: 1890; Genre:ukiyo-e; rishki-e; kyōiku nishiki-e,,Image;StillImage,ihl-0951.jpg,image/jpeg
JSMAIHL.0952,Inoue Yasuji,Japanese,1886,Chōdensu from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214772;type=101,Japan,Inoue Tankei / Tankei; First edition date: 1886; Genre:ukiyo-e; rishki-e; kyōiku nishiki-e,,Image;StillImage,ihl-0952.jpg,image/jpeg
JSMAIHL.0961,ADACHI Ginkō,Japanese,1881,Oda Nobunaga and Mito Rekko (Tokugawa Nariaki) from the series Contest of Heroes Then and Now (diptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214773;type=101,Japan,ōju Ginkō 應需吟光 / no seal; First edition date: 1881; Genre:ukiyo'e,,Image;StillImage,ihl-0961.jpg,image/jpeg
JSMAIHL.0963,Inoue Yasuji,Japanese,1885,Hotoke Gozen from the series Instructive Models of Lofty Ambition (with blue/green border),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214774;type=101,Japan,Inoue Tankei ga / Tankei ; First edition date: 1885; Genre:ukiyo-e; rishki-e; kyōiku nishiki-e,,Image;StillImage,ihl-0963.jpg,image/jpeg
JSMAIHL.0964,Inoue Yasuji,Japanese,1889,Mōri Shōjumaru from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214775;type=101,Japan,Tankei / Tankei; First edition date: 1889; Genre:ukiyo-e; rishki-e; kyōiku nishiki-e,,Image;StillImage,ihl-0964.jpg,image/jpeg
JSMAIHL.0965,,Japanese,1888,Kusunoki Masashige from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214776;type=101,Japan,ōju Toshikata / Ōsai  Toshikata ; First edition date: 1888; Genre:ukiyo-e; rishki-e; kyōiku nishiki-e,,Image;StillImage,ihl-0965.jpg,image/jpeg
JSMAIHL.0970,Tsukioka Yoshitoshi,Japanese,October 1885,"By now you must be near Komakata, a cuckoo calls - Takao from the series One Hundred Aspects of the Moon",Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214777;type=101,Japan,Yoshitoshi 芳年 / Yoshitoshi; First edition date: October 1885; Genre:ukiyo-e,,Image;StillImage,ihl-0970.jpg,image/jpeg
JSMAIHL.0993,Kobayashi Kiyochika,Japanese,May 1885,Irokezuku sakekuse from the series Sake kigen jūnisō no uchi,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214778;type=101,Japan,Kiyochika hitsu / Shinjaku seal; First edition date: May 1885; Genre:ukiyo-e; giga,,Image;StillImage,ihl-0993.jpg,image/jpeg
JSMAIHL.0994,Utagawa Hiroshige III,Japanese,1875,"Famous Places of Tokyo, First National Bank",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214779;type=101,Japan,Hiroshige ga / no seal; First edition date: 1875; Genre:nishiki-e; kaika-e; meisho-e,,Image;StillImage,ihl-0994.jpg,image/jpeg
JSMAIHL.0995,,Japanese,1892,New Year Charm in the Shape of a Love Letter: Woman of the Genroku Era from the series Thirty-six Elegant Selections,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214780;type=101,Japan,Toshikata / Toshikata ; First edition date: 1892; Genre:ukiyo-e; bijin-ga,,Image;StillImage,ihl-0995.jpg,image/jpeg
JSMAIHL.1012,KUBOTA Beisen (assisted by his sons Kubota Beisai and Kubota Kinsen),Japanese,"Feb. 28, 1895","Illustrated Account of the Sino-Japanese War, Volume 7",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214781;type=101,Japan,"credits on colophon: 久保田 米 僊 Kubota Beisen
久保田 米 齊Kubota Beisai
久保田 金 仙 Kubota Kinsen; First edition date: Feb. 28, 1895; Genre:ehon; senso-e",,Image;StillImage,ihl-1012.jpg,image/jpeg
JSMAIHL.1031,,Japanese,Oct 1890,Kido Suikōin from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214782;type=101,Japan,Toshikata / Toshikata; First edition date: Oct 1890; Genre:ukiyo-e; rishki-e; kyōiku nishiki-e,,Image;StillImage,ihl-1031.jpg,image/jpeg
JSMAIHL.1032,Inoue Tankei,Japanese,Dec 1885,Murakami Yoshiteru from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214783;type=101,Japan,Inoue Tankei ga / Tankei ; First edition date: Dec 1885; Genre:ukiyo-e; rishki-e; kyōiku nishiki-e,,Image;StillImage,ihl-1032.jpg,image/jpeg
JSMAIHL.1033,,Japanese,Oct 1888,Katagiri Shōichi from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214784;type=101,Japan,ōju Toshikata / Toshikata; First edition date: Oct 1888; Genre:ukiyo-e; rishki-e; kyōiku nishiki-e,,Image;StillImage,ihl-1033.jpg,image/jpeg
JSMAIHL.1034,,Japanese,Oct 1888,Katagiri Shōichi from the series Instructive Models of Lofty Ambition (unnumbered variant printing),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214785;type=101,Japan,ōju Toshikata / Toshikata; First edition date: Oct 1888; Genre:ukiyo-e; rishki-e; kyōiku nishiki-e,,Image;StillImage,ihl-1034.jpg,image/jpeg
JSMAIHL.1035,,Japanese,Dec 1885,Sanjō Sanetomi from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214786;type=101,Japan,Toshikata ga / Toshikata seal; First edition date: Dec 1885; Genre:ukiyo-e; rishki-e; kyōiku nishiki-e,,Image;StillImage,ihl-1035.jpg,image/jpeg
JSMAIHL.1036,Utagawa Kuniaki II,Japanese,1886,Tomochidori from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214787;type=101,Japan,ōju Kuniaki 應需 国明 / manji; First edition date: 1886; Genre:ukiyo-e; rishki-e; kyōiku nishiki-e,,Image;StillImage,ihl-1036.jpg,image/jpeg
JSMAIHL.1037,Kobayashi Kiyochika,Japanese,Oct 1885,Tokugawa Takechiyo from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214788;type=101,Japan,Shinsei Kiyochika / Kiyochika; First edition date: Oct 1885; Genre:ukiyo-e; rishki-e; kyōiku nishiki-e,,Image;StillImage,ihl-1037.jpg,image/jpeg
JSMAIHL.1043,Kobayashi Kiyochika,Japanese,1895,"China Souvenir from the series One Hundred Victories, One Hundred Laughs",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214789;type=101,Japan,Kiyochika/ Kiyochika; First edition date: 1895; Genre:senso-e; fūshiga; giga,,Image;StillImage,ihl-1043.jpg,image/jpeg
JSMAIHL.1058,Kobayashi Kiyochika,Japanese,1904,"Extermination of the Suffering Russian Bear from the series Long Live Japan: One Hundred Victories, One Hundred Laughs",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214790;type=101,Japan,Shinsei / unread seal; First edition date: 1904; Genre:senso-e; fūshiga; giga,,Image;StillImage,ihl-1058.jpg,image/jpeg
JSMAIHL.1064,Kobayashi Kiyochika,Japanese,Dec 1894,"The Plunder Bird from the series Long Live Japan: One Hundred Victories, One Hundred Laughs",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214791;type=101,Japan,Kiyochika / Kobayashi; First edition date: Dec 1894; Genre:senso-e; fūshiga; giga,,Image;StillImage,ihl-1064.jpg,image/jpeg
JSMAIHL.1068,Kobayashi Kiyochika,Japanese,1886,Tokugawa Yoshinobu from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214792;type=101,Japan,Kiyochika / Kiyochika; First edition date: 1886; Genre:ukiyo-e; rishki-e; kyōiku nishiki-e,,Image;StillImage,ihl-1068.jpg,image/jpeg
JSMAIHL.1069,Tsukioka Yoshitoshi,Japanese,1885,Fujiwara no Arihira from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214793;type=101,Japan,ōju Yoshitoshi hitsu / Taiso; First edition date: 1885; Genre:ukiyo-e; rishki-e; kyōiku nishiki-e,,Image;StillImage,ihl-1069.jpg,image/jpeg
JSMAIHL.1070,Inoue Tankei,Japanese,1886,Emperor Takakura’s Palace Servants from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214794;type=101,Japan,Inoue Tankei / Tankei; First edition date: 1886; Genre:ukiyo-e; rishki-e; kyōiku nishiki-e,,Image;StillImage,ihl-1070.jpg,image/jpeg
JSMAIHL.1071,Hishikawa Harunobu,Japanese,c. 1890,Table of Contents from the series Instructive Models of Lofty Ambition,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214795;type=101,Japan,no signature / Harunobu top seal; shoga no in bottom seal; First edition date: c. 1890; Genre:ukiyo-e; rishki-e; kyōiku nishiki-e,,Image;StillImage,ihl-1071.jpg,image/jpeg
JSMAIHL.1082,Utagawa Hiroshige III,Japanese,1876,"Oki Province: Takuhiyama, Takibi no Yashiro from the series Nihon chishi ryakuzu (Simple Illustrations of Places in Japan)",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214796;type=101,Japan,"Hiroshige ga / no seal; First edition date: 1876; Genre:ukiyo-e, fūkei-ga",,Image;StillImage,ihl-1082.jpg,image/jpeg
JSMAIHL.1100,WATANABE Nobukazu,Japanese,1900,Illustration of Noble's Imperial Ceremony (tritpych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214797;type=101,Japan,ōju Nobukazu ga / no seal; First edition date: 1900; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-1100.jpg,image/jpeg
JSMAIHL.1104,UTAGAWA Kokunimasa,Japanese,1889,Illustration of the Ceremony for the Promulgation of the Constitution of Great Japan (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214798;type=101,Japan,Baidō Kokunimasa hitsu / Toshidama seal; First edition date: 1889; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-1104.jpg,image/jpeg
JSMAIHL.1105,UTAGAWA Fusatane,Japanese,1877,"Report: The Whole Nation Living in Perfect Contentment (Empress, Empress Dowager and Court Ladies in Waiting Sewing Pledgets) (triptych)",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214799;type=101,Japan,ōju Ōsai Fusatane hitsu / no seal; First edition date: 1877; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-1105.jpg,image/jpeg
JSMAIHL.1167,Inoue Yasuji,Japanese,1885,Aoto Fujitsuna from the series Instructive Models of Lofty Ambition (tan border; also see #615),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214800;type=101,Japan,Inoue Tankei ga / Tankei; First edition date: 1885; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-1167.jpg,image/jpeg
JSMAIHL.1168,Shōsai Ikkei,Japanese,1872,No. 2 Not Aware Man and Aware Man from the series A Didactic Mirror of Good and Evil (two prints on uncut oban-size sheet),Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214801;type=101,Japan,Shōsai Ikkei / unread seal (top); Shōsai Ikkei / no seal (bottom); First edition date: 1872; Genre:ukiyo-e,,Image;StillImage,ihl-1168.jpg,image/jpeg
JSMAIHL.1169,Utagawa Hiroshige III,Japanese,1876,Gathering Shellfish at Low Tide at Fukagawa Susaki from the series Famous Views in Modern Tokyo,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214802;type=101,Japan,Hiroshige ga / no seal; First edition date: 1876; Genre:ukiyo-e; meisho-e,,Image;StillImage,ihl-1169.jpg,image/jpeg
JSMAIHL.1170,,Japanese,1874,Mansei Bridge from the series A Comparison of Metropolitan Tokyo’s Proud Heritage,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214803;type=101,Japan,Yōsai Kuniteru mosha / no seal ; First edition date: 1874; Genre:ukiyo-e; meisho-e,,Image;StillImage,ihl-1170.jpg,image/jpeg
JSMAIHL.1171,HASEGAWA Sadanobu II,Japanese,Nov 5 1877,Portrait of Saigō Takamori,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214804;type=101,Japan,ōjū Sadanobu hitsu / yin-yang seal within square and diamond; First edition date: Nov 5 1877; Genre:ukiyo-e; rekishi-e,,Image;StillImage,ihl-1171.jpg,image/jpeg
JSMAIHL.1172,HASEGAWA Sadanobu II,Japanese,Nov 21 1877,Portrait of Kirino Toshiaki,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214805;type=101,Japan,ōjū Sadanobu hitsu / yin-yang seal within square and diamond; First edition date: Nov 21 1877; Genre:ukiyo-e; rekishi-e,,Image;StillImage,ihl-1172.jpg,image/jpeg
JSMAIHL.1173,Yōshū Chikanobu,Japanese,1897,First Chanting of Noh at the New Year from the series Chiyoda Outer Palace (triptych),Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214806;type=101,Japan,Yōshū Chikanobu / Toshidama; First edition date: 1897; Genre:ukiyo-e,,Image;StillImage,ihl-1173.jpg,image/jpeg
JSMAIHL.1174,WATANABE Nobukazu,Japanese,1890,Illustration of the [Emperor at the] National Diet Building (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214807;type=101,Japan,Yōsai Nobukazu hitsu / no seal; First edition date: 1890; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-1174.jpg,image/jpeg
JSMAIHL.1208,Kobayashi Kiyochika,Japanese,"Feb 5, 1878",Portrait of Kido Takayoshi - with a transcript of the biographical sketch of Lord Kido Kōin from the Nichinichi Shinbun,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214808;type=101,Japan,"Hōensha Kiyochika  方円舎 清親 / no seal; First edition date: Feb 5, 1878; Genre:ukiyo-e; nizura",,Image;StillImage,ihl-1208.jpg,image/jpeg
JSMAIHL.1211,Kobayashi Kiyochika,Japanese,"Nov 10, 1884",Oji Takinogaw from the series One Hundred Views of Musashi,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214809;type=101,Japan,"Shinsei Kobayashi Kiyochika / Shinsei seal; First edition date: Nov 10, 1884; Genre:ukiyo-e; meisho-e",,Image;StillImage,ihl-1211.jpg,image/jpeg
JSMAIHL.1218,Kobayashi Kiyochika,Japanese,1895,"Blockhead from the series Long Live Japan: One Hundred Victories, One Hundred Laughs",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214810;type=101,Japan,Kiyochika / Kiyochika; First edition date: 1895; Genre:senso-e; fūshiga; giga,,Image;StillImage,ihl-1218.jpg,image/jpeg
JSMAIHL.1220,Yōshū Chikanobu,Japanese,1898,Illustration of Garden Cockfight (triptych),Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214811;type=101,Japan,Yōshū Chikanobu hitsu / no seal; First edition date: 1884; Genre:ukiyo-e,,Image;StillImage,ihl-1220.jpg,image/jpeg
JSMAIHL.1221,MIGITA Toshihide,Japanese,1895,Captain Sakuma Raising a War Cry at the Occupation of the Pescadores (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214812;type=101,Japan,Ôju Toshihide hitsu 応需年英筆 / ban? Gosai; First edition date: 1895; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-1221.jpg,image/jpeg
JSMAIHL.1222,Yōshū Chikanobu,Japanese,1881,Illustration of the Second National Industrial Exhibition at Ueno Park  (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214813;type=101,Japan,Yōshū Chikanobu hitsu / no seal; First edition date: 1881; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-1222.jpg,image/jpeg
JSMAIHL.1224,UTAGAWA Kokunimasa,Japanese,Feb 1904,Telegraphic Record of the Russo-Japanese War: Manchurian Mounted Bandits Destroy Railroad (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214814;type=101,Japan,Ryūa / Edoko; First edition date: Feb 1904; Genre:nishiki-e; senso-e,,Image;StillImage,ihl-1224.jpg,image/jpeg
JSMAIHL.1245,Yōshū Chikanobu,Japanese,1895,Serving Spiced Rice Wine from the series Chiyoda Inner Palace (triptych),Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214815;type=101,Japan,Yōshū Chikanobu / Toshidama; First edition date: 1895; Genre:ukiyo-e,,Image;StillImage,ihl-1245.jpg,image/jpeg
JSMAIHL.1261,Kaishū 魁州,Japanese,1895,Seven Variations in a Kyōka Contest in the Bunsei Era (triptych),Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214816;type=101,Japan,Kaishū ga 魁州画 / Kaishū 魁州; First edition date: 1895; Genre:ukiyo-e,,Image;StillImage,ihl-1261.jpg,image/jpeg
JSMAIHL.1265,Tsukioka Yoshitoshi,Japanese,Oct 1885,Ikina from the series Instructive Models of Lofty Ambition (2nd state; see IHL Cat. #921 for 1st state),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214817;type=101,Japan,Yoshitoshi / Taiso; First edition date: Oct 1885; Genre:ukiyo-e; rekishi-e; kyōiku nishiki-e,,Image;StillImage,ihl-1265.jpg,image/jpeg
JSMAIHL.1277,WATANABE Nobukazu,Japanese,1899,Bronze Statue of Saigō in Ueno Park (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214818;type=101,Japan,ōju Nobukazu / no seal; First edition date: 1899; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-1277.jpg,image/jpeg
