objectid,filename,title,creator,date,description,subject,location,latitude,longitude,identifier,type,format,culture,materials,measurements,credit,published,web_page,altnum
IHL.0505,ihl-0505.jpg,"Fishing Cormorants from Bairei Hyakuch? Gafu, Zokuhen, Ten",K?no Bairei,1884,unsigned / Bairei seal; First edition date: 1884; Genre:kach?-ga from gafu,,Japan,,,IHL.0505,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0506,ihl-0506.jpg,Priest on a Virtuous Path and Priest on a Debauched Path from the series Moral Lessons through Pictures of Good and Evil (2 chuban prints on oban sheet as originally issued),Tsukioka Yoshitoshi,Feb 1880,Ry?d?jin Yoshitoshi giga / no seal; First edition date:  Feb 1880; Genre:ukiyo-e; nishiki-e sh?shindan; giga,,Japan,,,IHL.0506,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0507,ihl-0507.jpg,Apprentices Who Obey their Master and Apprentices Who Disobey their Master from the series Moral Lessons through Pictures of Good and Evil (2 chuban prints on oban sheet as originally issued),Tsukioka Yoshitoshi,Feb 1880,Ry?d?jin Yoshitoshi giga / no seal; First edition date:  Feb 1880; Genre:ukiyo-e; nishiki-e sh?shindan; giga,,Japan,,,IHL.0507,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0508,ihl-0508.jpg,Famous Soldiers of Japan (triptych),Tsukioka Yoshitoshi,May 1878,?ju Taiso Yoshitoshi ga / no seal; First edition date: May 1878; Genre:ukiyo-e; rekishi-e,,Japan,,,IHL.0508,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0512,ihl-0512.jpg,Illustration of Royal Visit to Ueno Park Exhibition (triptych),Kobayashi Ikuhide,1890,Ikuhide hitsu / no seal; First edition date: 1890; Genre:ukiyo-e; kaika-e,,Japan,,,IHL.0512,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0573,ihl-0573.jpg,Kesa Gozen from the series Instructive Models of Lofty Ambitions re-issue),Kobayashi Kiyochika,1902,Kiyochika / Kiyochika; First edition date: 1885; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0573,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0574,ihl-0574.jpg,Ono no Tofu from the series Instructive Models of Lofty Ambitions (re-issue),Kobayashi Kiyochika,1902,Kiyochika / shin ga; First edition date: 1885; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0574,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0575,ihl-0575.jpg,Sat? Tsuginobu from the series Instructive Models of Lofty Ambition (re-issue),Kobayashi Kiyochika,1902,Kiyochika / Kiyochika; First edition date: 1886; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0575,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0579,ihl-0579.jpg,Ueno Park Horse Racing Stands from the series Great Scenic Places in Tokyo,Utagawa Masanobu,c. 1885,Kodama Yakichi; First edition date: c. 1885; Genre:ukiyo-e; meisho-e,,Japan,,,IHL.0579,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0580,ihl-0580.jpg,Kanagawa in Musashi Province: Distant View of Yokohama from the series Calligraphy and Pictures for the Fifty-Three Stations of the T?kaid?,UTAGAWA Yoshimori,1872,Zen Yoshimori K?sai shasei / unread seals; First edition date: 1872; Genre:ukiyo-e; yokohama-e,,Japan,,,IHL.0580,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0582,ihl-0582.jpg,Sugawara no Michizane from the series Instructive Models of Lofty Ambition,Kobayashi Kiyochika,1889,Kiyochika / unread seal; First edition date: 1889; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0582,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0583,ihl-0583.jpg,Hanawa Hokiichi from the series Instructive Models of Lofty Ambition,Kobayashi Kiyochika,1886,shinsei Kiyochika / Kiyochika; First edition date: 1886; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0583,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0584,ihl-0584.jpg,Uesugi Kagetora from the series Instructive Models of Lofty Ambition,Kobayashi Kiyochika,1888,Kiyochika / no seal; First edition date: 1888; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0584,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0585,ihl-0585.jpg,"Monkey Bridge, Kei Province from the series Simple Illustrations of Places in Japan",Utagawa Hiroshige III,1876,"Hiroshige ga / no seal; First edition date: 1876; Genre:ukiyo-e, f?kei-ga",,Japan,,,IHL.0585,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0588,ihl-0588.jpg,"Night View of Ginza Dorii
from the series True Pictures of Famous Places of Tokyo",Inoue Yasuji,c. 1884-89,no signature / no seal; First edition date: unknown; Genre:ukiyo-e; meisho-e,,Japan,,,IHL.0588,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0589,ihl-0589.jpg,Silkworm Culture in Hitachi Province (figure 1) from the series Dai Nippon Bussan Zue (Products of Greater Japan),Utagawa Hiroshige III,1877,Hiroshige hitsu (trimmed on this print) / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Japan,,,IHL.0589,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0590,ihl-0590.jpg,Slate Pencil Making in Bizen Okayama from the series Dai Nippon Bussan Zue (Products of Greater Japan),Utagawa Hiroshige III,1877,Hiroshige hitsu (trimmed on this print) / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Japan,,,IHL.0590,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0598,ihl-0598.jpg,Sh?shiki from the series Instructive Models of Lofty Ambition,,1885,Toyohara Kunichika with Kuni and chika seals; First edition date: 1885; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0598,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0599,ihl-0599.jpg,Yaman?chi Kazutoyo no tsuma from the series Instructive Models of Lofty Ambition,,1888,?ju Toshikata ga ????? / unread ; First edition date: 1888; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0599,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0600,ihl-0600.jpg,Soga Brothers from the series Instructive Models of Lofty Ambition (1902 reissue),Inoue Yasuji,1902,Inoue Tankei ga/ Tankei; First edition date: 1885; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0600,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0601,ihl-0601.jpg,Dinagon Yukanari from the series Instructive Models of Lofty Ambition (1902 reissue),Inoue Yasuji,1902,Inoue Tankei ???? / Tankei seal ??; First edition date: 1885; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0601,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0602,ihl-0602.jpg,Kamitsukenu Katana from the series Instructive Models of Lofty Ambition (re-issue),Kobayashi Kiyochika,1902,Kiyochika / shin ga; First edition date: 1886; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0602,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0605,ihl-0605.jpg,Akasaka Kinokuni-zaka from the series Famous Places of Tokyo: Past and Present,Utagawa Hiroshige III,1884,Hiroshige ga / no seal; First edition date: 1884; Genre:ukiyo-e; meisho-e,,Japan,,,IHL.0605,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0606,ihl-0606.jpg,"Demons and Dumplings, No. 1045 Tokyo Nichi Nichi Shinbun",,1875,Ikkeisai Yoshiiku ga / Yoshiiku; First edition date: 1875; Genre:ukiyo-e; nishiki-e shinbun,,Japan,,,IHL.0606,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0609,ihl-0609.jpg,"Ueno Park, Illustration of the Japanese Red Cross Society General Meeting (triptych)",WATANABE Nobukazu,c. 1900,?ju Y?sai / Y?sai seal; First edition date: c. 1900; Genre:ukiyo-e; kaika-e,,Japan,,,IHL.0609,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0610,ihl-0610.jpg,Meguro Arsenal from the series One Hundred Views of Musashi,Kobayashi Kiyochika,1884,Shinsei Kobayashi Kiyochika / shinsei seal; First edition date: 1884; Genre:ukiyo-e; meisho-e,,Japan,,,IHL.0610,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0611,ihl-0611.jpg,H?j? Yasutoki from the series Instructive Models of Lofty Ambition (also see IHL#1325),Kobayashi Kiyochika,1885,Kiyochika / shinsei; First edition date: 1885; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0611,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0615,ihl-0615.jpg,Aoto Fujitsuna from the series Instructive Models of Lofty Ambition (blue-green border; also see #1167),Inoue Yasuji,1885,Inoue Tankei ga / Tankei; First edition date: 1885; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0615,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0617,ihl-0617.jpg,Pilferer from the series Little Child's Pictures for Home Entertainment,the Utagawa Kuniteru II,1873,not signed / not sealed; First edition date: 1873; Genre:ukiyo-e; ky?iku nishikie,,Japan,,,IHL.0617,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0622,ihl-0622.jpg,Soga Brothers from the series Instructive Models of Lofty Ambition (reissued using new blocks; also see #1352),Inoue Yasuji,1885,Inoue Tankei ga / no seal; First edition date: 1885; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0622,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0632,ihl-0632.jpg,Waterwheel from an untitled series on the Rice Plant,the Utagawa Kuniteru II,1873,not signed /not sealed; First edition date: 1873; Genre:ukiyo-e; ky?iku nishikie,,Japan,,,IHL.0632,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0633,ihl-0633.jpg,Rice Storage from an untitled series on the Rice Plant,the Utagawa Kuniteru II,1873,not signed /not sealed; First edition date: 1873; Genre:ukiyo-e; ky?iku nishikie,,Japan,,,IHL.0633,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0646,ihl-0646.jpg,No. 9 Good Example from the series Moral Lessons for Daughters About the Two Sides of Life,Sh?sai Ikkei,1873,Sh?sai Ikkei / no seal; First edition date: 1873; Genre:ukiyo-e,,Japan,,,IHL.0646,Image;StillImage,image/jpeg,Japanese,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0666,ihl-0666.jpg,"Shiohi, Women of the Bunka Era from the series Thirty-Six Elegant Selections",,1893,Toshikata /Toshikata; First edition date: 1893; Genre:ukiyo-e,,Japan,,,IHL.0666,Image;StillImage,image/jpeg,Japanese,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0668,ihl-0668.jpg,"Selling Toothpicks at Itsukushima and Hiroshima Oyster Farm in Aki Province from the series Dai Nippon Bussan Zue (Products of Greater Japan) (double chuban, uncut oban, chirimen print)",Utagawa Hiroshige III,1877,Hiroshige hitsu ??? / no seal; First edition date: 1877; Genre:ukiyo-e,,Japan,,,IHL.0668,Image;StillImage,image/jpeg,Japanese,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0670,ihl-0670.jpg,No. 12 Do Not Give Money to the Indolent from the series A Didactic Mirror of Good and Evil,Sh?sai Ikkei,October 1866,not signed / no seal; First edition date: October 1866; Genre:ukiyo-e,,Japan,,,IHL.0670,Image;StillImage,image/jpeg,Japanese,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0671,ihl-0671.jpg,"Full Moon on the Tatami Mats, Shadows of the Pine Branches - Kikaku from the series One Hundred Aspects of the Moon",Tsukioka Yoshitoshi,October 1885,Yoshitoshi ?? / Taiso ??; First edition date: October 1885; Genre:ukiyo-e,,Japan,,,IHL.0671,Image;StillImage,image/jpeg,Japanese,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0676,ihl-0676.jpg,Lady Shizuka from the series Instructive Models of Lofty Ambition (grey-green border; also see #757),Inoue Yasuji,December 1885,Inoue Tankei ga / Tankei; First edition date: December 1885; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.0676,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.0680,ihl-0680.jpg,"Court Noble from Bairei Ekagami, volume 4",Ko?no Bairei,1913,not signed / ?? Bairei ; First edition date: 1903; Genre:,,Japan,,,IHL.0680,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1167,ihl-1167.jpg,Aoto Fujitsuna from the series Instructive Models of Lofty Ambition (tan border; also see #615),Inoue Yasuji,1885,Inoue Tankei ga / Tankei; First edition date: 1885; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.1167,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1168,ihl-1168.jpg,No. 2 Not Aware Man and Aware Man from the series A Didactic Mirror of Good and Evil (two prints on uncut oban-size sheet),Sh?sai Ikkei,1872,Sh?sai Ikkei / unread seal (top); Sh?sai Ikkei / no seal (bottom); First edition date: 1872; Genre:ukiyo-e,,Japan,,,IHL.1168,Image;StillImage,image/jpeg,Japanese,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1169,ihl-1169.jpg,Gathering Shellfish at Low Tide at Fukagawa Susaki from the series Famous Views in Modern Tokyo,Utagawa Hiroshige III,1876,Hiroshige ga / no seal; First edition date: 1876; Genre:ukiyo-e; meisho-e,,Japan,,,IHL.1169,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1170,ihl-1170.jpg,Mansei Bridge from the series A Comparison of Metropolitan Tokyo’s Proud Heritage,,1874,Y?sai Kuniteru mosha / no seal ; First edition date: 1874; Genre:ukiyo-e; meisho-e,,Japan,,,IHL.1170,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1171,ihl-1171.jpg,Portrait of Saig? Takamori,HASEGAWA Sadanobu II,Nov 5 1877,?j? Sadanobu hitsu / yin-yang seal within square and diamond; First edition date: Nov 5 1877; Genre:ukiyo-e; rekishi-e,,Japan,,,IHL.1171,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1172,ihl-1172.jpg,Portrait of Kirino Toshiaki,HASEGAWA Sadanobu II,Nov 21 1877,?j? Sadanobu hitsu / yin-yang seal within square and diamond; First edition date: Nov 21 1877; Genre:ukiyo-e; rekishi-e,,Japan,,,IHL.1172,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1173,ihl-1173.jpg,First Chanting of Noh at the New Year from the series Chiyoda Outer Palace (triptych),Y?sh? Chikanobu,1897,Y?sh? Chikanobu / Toshidama; First edition date: 1897; Genre:ukiyo-e,,Japan,,,IHL.1173,Image;StillImage,image/jpeg,Japanese,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1174,ihl-1174.jpg,Illustration of the [Emperor at the] National Diet Building (triptych),WATANABE Nobukazu,1890,Y?sai Nobukazu hitsu / no seal; First edition date: 1890; Genre:ukiyo-e; kaika-e,,Japan,,,IHL.1174,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1208,ihl-1208.jpg,Portrait of Kido Takayoshi - with a transcript of the biographical sketch of Lord Kido K?in from the Nichinichi Shinbun,Kobayashi Kiyochika,"Feb 5, 1878","H?ensha Kiyochika  ??? ?? / no seal; First edition date: Feb 5, 1878; Genre:ukiyo-e; nizura",,Japan,,,IHL.1208,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1211,ihl-1211.jpg,Oji Takinogaw from the series One Hundred Views of Musashi,Kobayashi Kiyochika,"Nov 10, 1884","Shinsei Kobayashi Kiyochika / Shinsei seal; First edition date: Nov 10, 1884; Genre:ukiyo-e; meisho-e",,Japan,,,IHL.1211,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1218,ihl-1218.jpg,"Blockhead from the series Long Live Japan: One Hundred Victories, One Hundred Laughs",Kobayashi Kiyochika,1895,Kiyochika / Kiyochika; First edition date: 1895; Genre:senso-e; f?shiga; giga,,Japan,,,IHL.1218,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1220,ihl-1220.jpg,Illustration of Garden Cockfight (triptych),Y?sh? Chikanobu,1898,Y?sh? Chikanobu hitsu / no seal; First edition date: 1884; Genre:ukiyo-e,,Japan,,,IHL.1220,Image;StillImage,image/jpeg,Japanese,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1221,ihl-1221.jpg,Captain Sakuma Raising a War Cry at the Occupation of the Pescadores (triptych),MIGITA Toshihide,1895,Ôju Toshihide hitsu ????? / ban? Gosai; First edition date: 1895; Genre:ukiyo-e; senso-e,,Japan,,,IHL.1221,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1222,ihl-1222.jpg,Illustration of the Second National Industrial Exhibition at Ueno Park  (triptych),Y?sh? Chikanobu,1881,Y?sh? Chikanobu hitsu / no seal; First edition date: 1881; Genre:ukiyo-e; kaika-e,,Japan,,,IHL.1222,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1224,ihl-1224.jpg,Telegraphic Record of the Russo-Japanese War: Manchurian Mounted Bandits Destroy Railroad (triptych),UTAGAWA Kokunimasa,Feb 1904,Ry?a / Edoko; First edition date: Feb 1904; Genre:nishiki-e; senso-e,,Japan,,,IHL.1224,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1245,ihl-1245.jpg,Serving Spiced Rice Wine from the series Chiyoda Inner Palace (triptych),Y?sh? Chikanobu,1895,Y?sh? Chikanobu / Toshidama; First edition date: 1895; Genre:ukiyo-e,,Japan,,,IHL.1245,Image;StillImage,image/jpeg,Japanese,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1261,ihl-1261.jpg,Seven Variations in a Ky?ka Contest in the Bunsei Era (triptych),Kaish? ??,1895,Kaish? ga ??? / Kaish? ??; First edition date: 1895; Genre:ukiyo-e,,Japan,,,IHL.1261,Image;StillImage,image/jpeg,Japanese,Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1265,ihl-1265.jpg,Ikina from the series Instructive Models of Lofty Ambition (2nd state; see IHL Cat. #921 for 1st state),Tsukioka Yoshitoshi,Oct 1885,Yoshitoshi / Taiso; First edition date: Oct 1885; Genre:ukiyo-e; rekishi-e; ky?iku nishiki-e,,Japan,,,IHL.1265,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1277,ihl-1277.jpg,Bronze Statue of Saig? in Ueno Park (triptych),WATANABE Nobukazu,1899,?ju Nobukazu / no seal; First edition date: 1899; Genre:ukiyo-e; kaika-e,,Japan,,,IHL.1277,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1279,ihl-1279.jpg,"Kinry?zan Kaminarimon (Thunder Gate, Sens?ji in Asakusa) from the series Famous Places of Tokyo: Past and Present",Utagawa Hiroshige III,1884,Hiroshige ga / no seal; First edition date: 1884; Genre:nishiki-e; meisho-e,,Japan,,,IHL.1279,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
IHL.1280,ihl-1280.jpg,Yoroi Ferry at Koami-ch? from the series Famous Places of Tokyo: Past and Present,Utagawa Hiroshige III,1884,Hiroshige ga / no seal; First edition date: 1884; Genre:nishiki-e; meisho-e,,Japan,,,IHL.1280,Image;StillImage,image/jpeg,Japanese,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon ",,,
